제품범주2,플랜트,제조일자,중분류(보정),count
스팸일반,진천)육가공,2020-04-23,포장불량,1
쌈장가정용,공주공장,2020-04-24,변화,1
된장가정용,공주공장,2020-04-24,변화,1
스팸일반,진천)육가공,2020-04-24,기타이물류,1
스팸일반,진천)육가공,2020-04-24,기타이물류,1
쌈장가정용,공주공장,2020-04-25,변화,1
하선정액젓업소용,논산1공장,2020-04-26,관능,1
한식양념장,논산1공장,2020-04-29,포장불량,1
비비고 왕교자,인천냉동식품,2020-04-29,식물성이물,1
스팸일반,진천)육가공,2020-04-29,공정이물류,1
쌈장가정용,공주공장,2020-04-30,변화,1
된장가정용,공주공장,2020-05-04,기타,1
대두유가정용,인천2)유,2020-05-06,기타,1
스팸,진천)육가공,2020-05-06,공정이물류,1
스팸일반,진천)육가공,2020-05-06,공정이물류,1
일반 국물 B2B,성보(HMR),2020-05-07,관능,1
스팸,진천)육가공,2020-05-07,합성수지류,1
스팸일반,진천)육가공,2020-05-07,공정이물류,1
스팸일반,진천)육가공,2020-05-07,동물성이물,1
쌈장가정용,공주공장,2020-05-09,변화,1
고추장가정용,논산1공장,2020-05-10,곰팡이,1
된장가정용,공주공장,2020-05-12,변화,1
쌈장가정용,공주공장,2020-05-12,변화,1
더건강한햄,진천)육가공,2020-05-12,공정이물류,1
일반 국물 B2B,성보(HMR),2020-05-13,인체이물류,1
유복합세트,인천2)유,2020-05-13,포장불량,1
스팸,진천)육가공,2020-05-13,공정이물류,1
스팸,진천)육가공,2020-05-13,기타이물류,1
한식반찬(비비고),진천BC,2020-05-13,합성수지류,1
스팸,진천)육가공,2020-05-15,공정이물류,1
레디밀,진천BC,2020-05-16,합성수지류,1
혈행건강,서흥 오송공장,2020-05-18,형태,1
천일염,신의도천일염,2020-05-18,벌레류,1
고추장업소용,논산1공장,2020-05-19,기타이물류,1
캔,진천)육가공,2020-05-19,동물성이물,1
스팸일반,진천)육가공,2020-05-19,공정이물류,1
카놀라유,인천2)유,2020-05-21,포장불량,1
백미,부산공장,2020-05-22,성분,1
비비고 죽(파우치),진천BC,2020-05-22,합성수지류,1
된장가정용,공주공장,2020-05-23,변화,1
쌈장가정용,공주공장,2020-05-26,변화,1
물만두,인천냉동식품,2020-05-26,형태,1
홍인마,진안공장,2020-05-27,포장불량,1
고추장가정용,논산1공장,2020-05-28,변화,1
된장가정용,공주공장,2020-05-29,관능,1
된장가정용,공주공장,2020-05-29,인체이물류,1
파스타,REY PASTIFICIO,2020-06-01,곰팡이,1
파스타,REY PASTIFICIO,2020-06-01,형태,1
백설소금,영진그린식품,2020-06-01,기타이물류,1
특선세트,진천)육가공,2020-06-01,포장불량,1
비비고 죽(파우치),진천BC,2020-06-02,합성수지류,1
남원B2C냉동면,남원공장,2020-06-03,포장불량,1
스팸일반,진천)육가공,2020-06-03,공정이물류,1
쌈장가정용,공주공장,2020-06-04,포장불량,1
Gut Care,본사,2020-06-04,기타,1
된장가정용,공주공장,2020-06-08,변화,1
요리초,부산공장,2020-06-08,관능,1
비비고 한식반찬,진천BC,2020-06-09,동물성이물,1
남원B2C냉동면,남원공장,2020-06-10,포장불량,1
남원B2C냉동면,남원공장,2020-06-10,곰팡이,1
스팸일반,진천)육가공,2020-06-10,동물성이물,1
레디밀,진천BC,2020-06-10,동물성이물,1
스팸일반,진천)육가공,2020-06-11,기타,1
까스류,진천BC,2020-06-11,기타이물류,1
스팸일반,진천)육가공,2020-06-12,합성수지류,1
하선정절임류,오성식품,2020-06-13,식물성이물,1
비비고 왕교자,인천냉동식품,2020-06-15,기타이물류,1
굴소스,논산1공장,2020-06-16,기타이물류,1
국판조미김,씨푸드_이천,2020-06-17,포장불량,1
Gut Care,노바렉스(1공장),2020-06-18,성분,1
기초영양,서흥 오창공장,2020-06-18,형태,1
카페 믹스,인천1)당,2020-06-21,포장오류,1
B2B맨밥,진천BC,2020-06-21,포장불량,1
당면,사수리풍,2020-06-22,인체이물류,1
스팸일반,진천)육가공,2020-06-22,식물성이물,1
백미,진천BC,2020-06-22,인체이물류,1
군만두,남원공장,2020-06-23,동물성이물,1
올리브유,인천2)유,2020-06-23,포장불량,1
더건강한햄,진천)육가공,2020-06-24,공정이물류,1
한식반찬(백설/기타),진천BC,2020-06-24,인체이물류,1
대두유가정용,인천2)유,2020-06-25,기타,1
대두유가정용,인천2)유,2020-06-25,편의,1
담금청,삼광식품,2020-06-26,인체이물류,1
스팸일반,진천)육가공,2020-06-26,기타이물류,1
비비고 죽(파우치),진천BC,2020-06-26,합성수지류,1
스팸일반,진천)육가공,2020-06-27,포장불량,1
백미,진천BC,2020-06-27,성분,1
일반덮밥,부산공장,2020-06-28,합성수지류,1
레디밀,진천BC,2020-06-28,식물성이물,1
스팸,진천)육가공,2020-06-29,공정이물류,1
캔,진천)육가공,2020-06-30,기타이물류,1
하선정액젓가정용,논산1공장,2020-07-01,편의,1
진한참기름,인천2)유,2020-07-01,관능,1
손만두,인천냉동식품,2020-07-01,형태,1
스팸일반,진천)육가공,2020-07-01,인체이물류,1
백미,진천BC,2020-07-01,공정이물류,1
일반 국물 B2B,진천BC,2020-07-02,인체이물류,1
잡곡,부산공장,2020-07-03,미생물,1
고소함가득참기름,인천2)유,2020-07-03,포장불량,1
스팸,진천)육가공,2020-07-03,동물성이물,1
잡곡,부산공장,2020-07-04,미생물,1
진한참기름,인천2)유,2020-07-06,성분,1
된장가정용,공주공장,2020-07-07,변화,1
된장가정용,공주공장,2020-07-07,변화,1
카페 시럽,인천1)당,2020-07-07,관능,1
남원B2C냉동면,남원공장,2020-07-08,포장불량,1
스팸일반,진천)육가공,2020-07-08,합성수지류,1
된장가정용,공주공장,2020-07-09,변화,1
남원B2C냉동면,남원공장,2020-07-09,인체이물류,1
고추장가정용,논산1공장,2020-07-09,형태,1
백미,부산공장,2020-07-09,기타변질,1
스팸일반,진천)육가공,2020-07-09,형태,1
된장가정용,공주공장,2020-07-10,변화,1
고추장가정용,논산1공장,2020-07-10,변화,1
스팸,진천)육가공,2020-07-10,인체이물류,1
스팸일반,진천)육가공,2020-07-10,합성수지류,1
스팸일반,진천)육가공,2020-07-10,동물성이물,1
한식반찬(비비고),진천BC,2020-07-10,관능,1
올리고당 소물,인천1)당,2020-07-13,편의,1
스팸,진천)육가공,2020-07-13,동물성이물,1
스팸일반,진천)육가공,2020-07-13,포장불량,1
비비고 한식반찬,진천BC,2020-07-13,합성수지류,1
된장가정용,공주공장,2020-07-14,관능,1
백미,부산공장,2020-07-16,미생물,1
해바라기유 가정용,인천2)유,2020-07-16,포장불량,1
스팸일반,진천)육가공,2020-07-16,기타이물류,1
백미,진천BC,2020-07-16,기타이물류,1
된장가정용,공주공장,2020-07-20,관능,1
스팸일반,진천)육가공,2020-07-20,포장불량,1
스팸기획,진천선물세트,2020-07-20,포장불량,1
된장가정용,공주공장,2020-07-22,합성수지류,1
진한참기름,인천2)유,2020-07-22,관능,1
카놀라유,인천2)유,2020-07-22,포장불량,1
스팸,진천)육가공,2020-07-22,곰팡이,1
천일염,영진그린식품,2020-07-23,합성수지류,1
스팸,진천)육가공,2020-07-23,공정이물류,1
레디밀,진천BC,2020-07-23,동물성이물,1
된장가정용,공주공장,2020-07-24,변화,1
쿠킹믹스,영등포공장,2020-07-24,인체이물류,1
스팸,진천)육가공,2020-07-24,인체이물류,1
스팸일반,진천)육가공,2020-07-24,인체이물류,1
올리브유가정용,인천2)유,2020-07-27,캡불량,1
올리브유,인천2)유,2020-07-27,포장불량,1
파스타소스,논산1공장,2020-07-28,곰팡이,1
스팸,진천)육가공,2020-07-28,기타이물류,1
스팸일반,진천)육가공,2020-07-28,편의,1
한식반찬(비비고),진천BC,2020-07-28,합성수지류,1
백미,진천BC,2020-07-28,곰팡이,1
고추장가정용,논산1공장,2020-07-29,인체이물류,1
진한참기름,인천2)유,2020-07-29,관능,1
튀김부침용,양산공장,2020-07-31,기타이물류,1
홍인마,진안공장,2020-07-31,기타,1
한식반찬(백설/기타),진천BC,2020-07-31,인체이물류,1
한식반찬(백설/기타),진천BC,2020-07-31,동물성이물,1
일반 한식반찬,진천BC,2020-07-31,동물성이물,1
비비고 한식반찬,진천BC,2020-07-31,동물성이물,1
B2B 스팸,진천)육가공,2020-08-02,포장불량,1
스팸일반,진천)육가공,2020-08-02,합성수지류,1
곡물 대용식 분말형,웰츄럴바이오,2020-08-03,합성수지류,1
베이컨,진천)육가공,2020-08-03,동물성이물,1
스팸,진천)육가공,2020-08-03,동물성이물,1
B2B패티류,진천BC,2020-08-03,동물성이물,1
백미,부산공장,2020-08-04,관능,1
비비고 왕교자,인천냉동식품,2020-08-04,공정이물류,1
스팸일반,진천)육가공,2020-08-04,공정이물류,1
튀김부침용,영등포공장,2020-08-05,포장불량,1
스팸,진천)육가공,2020-08-06,공정이물류,1
스팸일반,진천)육가공,2020-08-06,기타이물류,1
스팸일반,진천)육가공,2020-08-06,공정이물류,1
스팸일반,진천)육가공,2020-08-06,인체이물류,1
B2B 후랑크,진천)육가공,2020-08-10,동물성이물,1
스팸일반,진천)육가공,2020-08-10,기타,1
비비고 죽(파우치),부산공장,2020-08-11,합성수지류,1
다시다 소물,부산공장,2020-08-11,중량수량미달,1
당면,사수리풍,2020-08-11,기타,1
된장업소용,공주공장,2020-08-12,변화,1
일반 국물 사골,성보(HMR),2020-08-12,포장불량,1
스팸일반,진천)육가공,2020-08-12,인체이물류,1
요리초,부산공장,2020-08-13,관능,1
FV _ OEM,진천B2B생산,2020-08-13,기타,1
손만두,인천냉동식품,2020-08-14,합성수지류,1
올리고당 소물,인천1)당,2020-08-15,기타,1
백미,진천BC,2020-08-16,변색,1
백미,부산공장,2020-08-17,인체이물류,1
남원B2C냉동면,남원공장,2020-08-18,포장불량,1
Gut Care,노바렉스(1공장),2020-08-18,성분,1
요리초,부산공장,2020-08-20,포장불량,1
국판당 소물,인천1)당,2020-08-20,기타이물류,1
스팸,진천)육가공,2020-08-20,편의,1
하선정액젓가정용,논산1공장,2020-08-21,기타이물류,1
치킨류,상신(2공장),2020-08-21,기타,1
쌈장가정용,공주공장,2020-08-22,변화,1
쌈장업소용,공주공장,2020-08-22,관능,1
레디밀,한우물 영농조합,2020-08-23,기타이물류,1
B2B군만두,남원공장,2020-08-24,인체이물류,1
고추장가정용,논산1공장,2020-08-24,합성수지류,1
비비고 왕교자,인천냉동식품,2020-08-24,합성수지류,1
들기름,인천2)유,2020-08-25,관능,1
된장가정용,공주공장,2020-08-26,식물성이물,1
된장가정용,공주공장,2020-08-26,변화,1
다시다 소물,부산공장,2020-08-26,기타,1
포도씨가정용,인천2)유,2020-08-26,편의,1
고소함가득참기름,인천2)유,2020-08-27,관능,1
스팸,진천)육가공,2020-08-27,인체이물류,1
스팸일반,진천)육가공,2020-08-27,동물성이물,1
백미,진천BC,2020-08-27,인체이물류,1
피부건강,서흥 오송공장,2020-08-28,형태,1
까스류,상신(2공장),2020-08-30,기타이물류,1
고급밀가루,양산공장,2020-08-30,기타이물류,1
백미,진천BC,2020-08-30,합성수지류,1
굴소스,논산1공장,2020-08-31,성분,1
스팸,진천)육가공,2020-08-31,포장불량,1
스팸일반,진천)육가공,2020-08-31,동물성이물,1
스팸일반,진천)육가공,2020-08-31,동물성이물,1
스팸일반,진천)육가공,2020-08-31,동물성이물,1
국판삼해김,삼해상사(김포),2020-09-01,기타이물류,1
치킨류,진천BC,2020-09-01,성분,1
비비고 한식반찬,진천BC,2020-09-01,합성수지류,1
된장가정용,공주공장,2020-09-02,기타이물류,1
고추장가정용,논산1공장,2020-09-02,합성수지류,1
하선정액젓업소용,논산1공장,2020-09-02,관능,1
손만두,인천냉동식품,2020-09-02,식물성이물,1
된장가정용,공주공장,2020-09-03,변화,1
파스타소스,논산1공장,2020-09-03,곰팡이,1
한식양념장,논산1공장,2020-09-03,포장불량,1
프리미엄덮밥,부산공장,2020-09-03,인체이물류,1
국판조미김,씨푸드_이천,2020-09-03,형태,1
1급중력밀가루,양산공장,2020-09-03,기타이물류,1
카페 시럽,인천1)당,2020-09-03,기타이물류,1
B2B냉동밥,진천BC,2020-09-04,합성수지류,1
비비고 죽(파우치),부산공장,2020-09-06,합성수지류,1
비비고 왕교자,인천냉동식품,2020-09-06,인체이물류,1
스팸,진천)육가공,2020-09-06,기타이물류,1
일반 국물 B2B,논산1공장,2020-09-07,인체이물류,1
레디밀,선양,2020-09-07,성분,1
천일염허브맛솔트,부산공장,2020-09-08,성분,1
당면,서안,2020-09-08,기타,1
국판조미김,씨푸드_이천,2020-09-08,기타이물류,1
스팸,진천)육가공,2020-09-08,합성수지류,1
하선정액젓업소용,논산1공장,2020-09-09,관능,1
기초영양,본사,2020-09-09,기타,1
다시다 소물,부산공장,2020-09-09,기타이물류,1
기초영양,서흥 오송공장,2020-09-09,기타,1
일반 국물 사골,진천BC,2020-09-09,포장불량,1
X,부산공장,2020-09-10,식물성이물,1
X,부산공장,2020-09-10,식물성이물,1
다시다 소물,부산공장,2020-09-10,합성수지류,1
1급중력밀가루,양산공장,2020-09-10,기타,1
된장가정용,공주공장,2020-09-11,관능,1
당면,사수리풍,2020-09-11,공정이물류,1
고소함가득참기름,인천2)유,2020-09-11,포장불량,1
스팸,진천)육가공,2020-09-11,편의,1
스팸,진천)육가공,2020-09-12,동물성이물,1
스팸,진천)육가공,2020-09-12,기타이물류,1
스팸일반,진천)육가공,2020-09-12,기타이물류,1
치킨류,진천BC,2020-09-12,공정이물류,1
국판조미김,삼해상사(부안1),2020-09-13,합성수지류,1
국판조미김,씨푸드_이천,2020-09-13,합성수지류,1
스낵(Frying),우양냉동(장항),2020-09-13,인체이물류,1
자일로스설탕,인천1)당,2020-09-14,기타이물류,1
옥수수유가정용,진유원,2020-09-14,성분,1
천일염,신의도천일염,2020-09-15,기타,1
스팸일반,진천)육가공,2020-09-15,공정이물류,1
스팸일반,진천)육가공,2020-09-15,동물성이물,1
스팸일반,진천)육가공,2020-09-15,동물성이물,1
백미,진천BC,2020-09-15,성분,1
남원B2C냉동면,남원공장,2020-09-16,벌레류,1
한식양념장,논산1공장,2020-09-16,포장불량,1
스팸일반,진천)육가공,2020-09-16,동물성이물,1
Gut Care,노바렉스(1공장),2020-09-17,성분,1
Gut Care,노바렉스(1공장),2020-09-17,성분,1
Gut Care,노바렉스(1공장),2020-09-17,성분,1
당면,사수리풍,2020-09-17,공정이물류,1
스낵(Frying),우양냉동(청양_냉동),2020-09-17,공정이물류,1
스팸일반,진천)육가공,2020-09-17,합성수지류,1
스팸일반,진천)육가공,2020-09-17,포장불량,1
한식반찬(백설/기타),진천BC,2020-09-17,인체이물류,1
된장가정용,공주공장,2020-09-18,변화,1
스팸,진천)육가공,2020-09-18,포장불량,1
스팸기획,진천)육가공,2020-09-18,동물성이물,1
한식반찬(비비고),진천BC,2020-09-18,동물성이물,1
스팸일반,진천)육가공,2020-09-19,공정이물류,1
한식반찬(백설/기타),상신(2공장),2020-09-20,인체이물류,1
튀김부침용,영등포공장,2020-09-20,기타이물류,1
스팸일반,진천)육가공,2020-09-20,기타이물류,1
일반 국물 사골,진천BC,2020-09-20,합성수지류,1
군만두,남원공장,2020-09-21,기타,1
남원B2C냉동면,남원공장,2020-09-21,포장불량,1
국판조미김,씨푸드_이천,2020-09-21,합성수지류,1
스팸일반,진천)육가공,2020-09-21,합성수지류,1
국수,풍국면,2020-09-21,관능,1
쿠킹믹스,영등포공장,2020-09-22,포장불량,1
진한참기름,인천2)유,2020-09-22,포장불량,1
비비고 왕교자,인천냉동식품,2020-09-22,인체이물류,1
스팸,진천)육가공,2020-09-22,합성수지류,1
스팸,진천)육가공,2020-09-22,공정이물류,1
스팸,진천)육가공,2020-09-22,공정이물류,1
비비고 죽(파우치),부산공장,2020-09-23,토사류,1
스팸,진천)육가공,2020-09-23,공정이물류,1
스팸,진천)육가공,2020-09-23,곰팡이,1
스팸일반,진천)육가공,2020-09-23,공정이물류,1
한식반찬(비비고),진천BC,2020-09-23,합성수지류,1
일반 국물 사골,미정식품(HMR),2020-09-24,합성수지류,1
스팸,진천)육가공,2020-09-24,공정이물류,1
비비고 죽(파우치),진천BC,2020-09-24,기타이물류,1
B2B한풍소스,논산1공장,2020-09-25,성분,1
백미,부산공장,2020-09-25,곰팡이,1
스팸일반,진천)육가공,2020-09-25,인체이물류,1
한식반찬(백설/기타),진천BC,2020-09-25,동물성이물,1
쿠킹믹스,양산공장,2020-09-26,성분,1
스팸,진천)육가공,2020-09-26,인체이물류,1
스팸일반,진천)육가공,2020-09-27,포장불량,1
스팸일반,진천)육가공,2020-09-27,포장불량,1
맛간식,하북율원식품,2020-09-27,합성수지류,1
레디밀,한우물 영농조합,2020-09-27,합성수지류,1
된장업소용,공주공장,2020-09-28,관능,1
고추장가정용,논산1공장,2020-09-28,관능,1
산들애 분말,부산공장,2020-09-28,기타이물류,1
스팸일반,진천)육가공,2020-09-29,포장불량,1
스팸일반,진천)육가공,2020-09-29,동물성이물,1
카페 믹스,인천1)당,2020-09-30,기타이물류,1
고소함가득참기름,인천2)유,2020-10-01,관능,1
스팸일반,진천)육가공,2020-10-01,포장불량,1
남원B2C냉동면,남원공장,2020-10-02,포장불량,1
국판조미김,씨푸드_이천,2020-10-03,기타이물류,1
백미,부산공장,2020-10-04,기타이물류,1
잡곡,부산공장,2020-10-04,기타이물류,1
치킨류,진천BC,2020-10-04,합성수지류,1
남원B2C냉동면,남원공장,2020-10-05,포장불량,1
일반 국물 B2B,논산1공장,2020-10-05,벌레류,1
가정용김치,동방푸드마스타(김치),2020-10-05,인체이물류,1
백미,부산공장,2020-10-05,미생물,1
포도씨가정용,인천2)유,2020-10-05,기타,1
포도씨유,인천2)유,2020-10-05,기타,1
베이컨,진천)육가공,2020-10-05,인체이물류,1
까스류,진천BC,2020-10-05,동물성이물,1
일반 국물 B2B,교동,2020-10-06,합성수지류,1
백미,부산공장,2020-10-06,기타변질,1
프리미엄덮밥,부산공장,2020-10-06,중량수량미달,1
국판조미김,씨푸드_이천,2020-10-06,합성수지류,1
올리고당 소물,인천1)당,2020-10-07,포장불량,1
B2B비비고,진천BC,2020-10-07,공정이물류,1
중식프라잉,진천BC,2020-10-07,동물성이물,1
된장가정용,공주공장,2020-10-08,변화,1
일반 한식반찬,진천BC,2020-10-08,동물성이물,1
요거젤리,쌍인,2020-10-09,포장불량,1
국판조미김,씨푸드_이천,2020-10-09,형태,1
레디밀,한우물 영농조합,2020-10-09,식물성이물,1
일반 국물,논산1공장,2020-10-10,동물성이물,1
백미,진천BC,2020-10-11,인체이물류,1
튀김부침용,영등포공장,2020-10-12,기타이물류,1
비비고 왕교자,인천냉동식품,2020-10-12,형태,1
일반 국물 B2B,논산1공장,2020-10-13,관능,1
스낵(Baked),서울식품공업,2020-10-13,합성수지류,1
국판조미김,씨푸드_이천,2020-10-13,형태,1
비비고 왕교자,인천냉동식품,2020-10-13,기타,1
레디밀,진천BC,2020-10-13,기타이물류,1
남원B2C냉동면,남원공장,2020-10-14,포장불량,1
한식반찬(백설/기타),상신(2공장),2020-10-14,합성수지류,1
B2B고메(반찬류),진천BC,2020-10-14,동물성이물,1
과일젤리,쌍인,2020-10-15,기타이물류,1
국판조미김,씨푸드_이천,2020-10-15,형태,1
국판조미김,씨푸드_이천,2020-10-15,합성수지류,1
고소함가득참기름,인천2)유,2020-10-15,포장불량,1
대두유가정용,인천2)유,2020-10-15,포장불량,1
쿠킹믹스,한국에스비식품,2020-10-15,기타이물류,1
레디밀,한우물 영농조합,2020-10-15,인체이물류,1
딤섬,세린식품,2020-10-16,합성수지류,1
과일젤리,쌍인,2020-10-16,인체이물류,1
튀김부침용,양산공장,2020-10-16,포장불량,1
튀김부침용,영등포공장,2020-10-16,성분,1
스팸일반,진천)육가공,2020-10-16,포장불량,1
백미,진천BC,2020-10-16,식물성이물,1
백미,진천BC,2020-10-16,벌레류,1
고추장업소용,논산1공장,2020-10-17,변화,1
일반 국물 B2B,진천BC,2020-10-17,인체이물류,1
백미,부산공장,2020-10-18,인체이물류,1
일반국밥,부산공장,2020-10-18,식물성이물,1
일반 국물 B2B,푸드빌(HMR),2020-10-18,인체이물류,1
카놀라유,인천2)유,2020-10-19,공정이물류,1
진한참기름,인천2)유,2020-10-19,기타,1
비비고 왕교자,인천냉동식품,2020-10-19,형태,1
물만두,인천냉동식품,2020-10-19,합성수지류,1
더건강한햄,진천)육가공,2020-10-19,공정이물류,1
과일젤리,쌍인,2020-10-20,기타이물류,1
백미,진천BC,2020-10-20,인체이물류,1
남원B2C냉동면,남원공장,2020-10-21,식물성이물,1
남원B2C냉동면,남원공장,2020-10-21,포장불량,1
남원B2C냉동면,남원공장,2020-10-21,기타이물류,1
쿠킹믹스,영등포공장,2020-10-21,합성수지류,1
백미,진천BC,2020-10-21,기타,1
레디밀,진천BC,2020-10-21,기타,1
된장가정용,공주공장,2020-10-22,변화,1
남원B2C냉동면,남원공장,2020-10-22,포장불량,1
다이어트,노바렉스(1공장),2020-10-23,중량수량미달,1
다이어트,노바렉스(1공장),2020-10-23,인체피해,1
비비고 왕교자,인천냉동식품,2020-10-23,인체이물류,1
손만두,인천냉동식품,2020-10-23,인체이물류,1
비비고 한식반찬,진천BC,2020-10-23,기타,1
Gut Care,노바렉스(1공장),2020-10-24,포장불량,1
일반 국물 B2B,성보(HMR),2020-10-24,포장불량,1
대두유가정용,인천2)유,2020-10-24,기타이물류,1
한식반찬(비비고),진천BC,2020-10-24,동물성이물,1
우동,남원공장,2020-10-25,합성수지류,1
일반국밥,부산공장,2020-10-25,기타이물류,1
손만두,인천냉동식품,2020-10-25,동물성이물,1
된장가정용,공주공장,2020-10-26,변화,1
올리브유,인천2)유,2020-10-26,캡불량,1
올리브유,인천2)유,2020-10-26,편의,1
스팸,진천)육가공,2020-10-26,합성수지류,1
스팸일반,진천)육가공,2020-10-26,합성수지류,1
쌈장가정용,공주공장,2020-10-27,인체이물류,1
1급박력밀가루,양산공장,2020-10-27,기타이물류,1
B2B비비고만두,인천냉동식품,2020-10-27,포장불량,1
스팸일반,진천)육가공,2020-10-27,합성수지류,1
스팸,진천)육가공,2020-10-27,공정이물류,1
스팸일반,진천)육가공,2020-10-27,인체이물류,1
된장가정용,공주공장,2020-10-28,포장불량,1
된장가정용,공주공장,2020-10-28,편의,1
고추장가정용,논산1공장,2020-10-28,변화,1
프리미엄 국물,논산1공장,2020-10-28,인체이물류,1
비비고 죽(파우치),부산공장,2020-10-28,식물성이물,1
까스류,상신(2공장),2020-10-28,합성수지류,1
스팸일반,진천)육가공,2020-10-28,공정이물류,1
일반 국물 B2B,논산1공장,2020-10-29,합성수지류,1
하선정액젓가정용,논산1공장,2020-10-29,기타,1
더건강한햄,진천)육가공,2020-10-29,공정이물류,1
더건강한햄,진천)육가공,2020-10-29,기타이물류,1
한식반찬(비비고),진천BC,2020-10-29,동물성이물,1
손만두,푸드웨어,2020-10-29,동물성이물,1
레디밀,한우물 영농조합,2020-10-29,토사류,1
하선정절임류,두메,2020-10-30,성분,1
쿠킹믹스,양산공장,2020-10-30,기타이물류,1
일반 국물 B2B,진천B2B생산,2020-10-30,인체이물류,1
스팸,진천)육가공,2020-10-30,기타이물류,1
캔,진천)육가공,2020-10-30,동물성이물,1
스팸일반,진천)육가공,2020-10-31,공정이물류,1
치킨류,진천BC,2020-10-31,관능,1
맛간식,하북율원식품,2020-10-31,관능,1
우동,남원공장,2020-11-01,기타,1
과일젤리,뚜또,2020-11-01,합성수지류,1
프리미엄덮밥,부산공장,2020-11-01,인체이물류,1
일반국밥,부산공장,2020-11-01,포장불량,1
일반국밥,부산공장,2020-11-01,기타이물류,1
레디밀,진천BC,2020-11-01,기타,1
비비고 수제만두,푸드웨어,2020-11-01,합성수지류,1
일반 국물,교동,2020-11-02,기타,1
국판조미김,씨푸드_이천,2020-11-02,기타,1
올리브유가정용,인천2)유,2020-11-02,성분,1
비비고 왕교자,인천냉동식품,2020-11-02,기타이물류,1
비비고 왕교자,인천냉동식품,2020-11-02,합성수지류,1
스팸일반,진천)육가공,2020-11-02,동물성이물,1
치킨류,진천BC,2020-11-02,동물성이물,1
손만두,푸드웨어,2020-11-02,동물성이물,1
하선정액젓업소용,논산1공장,2020-11-03,포장불량,1
올리고당 소물,동희,2020-11-03,편의,1
흑삼,바이오로제트,2020-11-03,포장불량,1
당면,사수리풍,2020-11-03,공정이물류,1
당면,사수리풍,2020-11-03,성분,1
일반 국물,진천B2B생산,2020-11-03,합성수지류,1
스팸일반,진천)육가공,2020-11-03,기타이물류,1
스팸,진천)육가공,2020-11-03,동물성이물,1
스팸,진천)육가공,2020-11-03,동물성이물,1
비비고 죽(파우치),진천BC,2020-11-03,기타이물류,1
한식양념장,논산1공장,2020-11-04,곰팡이,1
스팸,진천)육가공,2020-11-04,공정이물류,1
스팸,진천)육가공,2020-11-04,기타이물류,1
스팸일반,진천)육가공,2020-11-04,기타이물류,1
스팸일반,진천)육가공,2020-11-04,동물성이물,1
일반 국물 B2B,논산1공장,2020-11-05,합성수지류,1
일반 국물 B2B,미정식품(HMR),2020-11-05,합성수지류,1
손만두,인천냉동식품,2020-11-05,합성수지류,1
일반 국물 B2B,논산1공장,2020-11-06,기타이물류,1
하선정액젓업소용,논산1공장,2020-11-06,관능,1
비비고 수제만두,인천냉동식품,2020-11-06,기타,1
비비고 왕교자,인천냉동식품,2020-11-06,합성수지류,1
스팸일반,진천)육가공,2020-11-06,동물성이물,1
스팸일반,진천)육가공,2020-11-06,포장불량,1
레디밀,한우물 영농조합,2020-11-06,식물성이물,1
국판조미김,씨푸드_이천,2020-11-07,기타이물류,1
진한참기름,인천2)유,2020-11-07,편의,1
진한참기름,인천2)유,2020-11-07,기타,1
비비고 한식반찬,진천BC,2020-11-07,동물성이물,1
비비고 죽(파우치),부산공장,2020-11-08,인체이물류,1
백미,부산공장,2020-11-08,식물성이물,1
국판조미김,씨푸드_이천,2020-11-08,포장불량,1
일반 국물 B2B,논산1공장,2020-11-09,기타,1
일반 국물 B2B,논산1공장,2020-11-09,인체이물류,1
비비고 죽(파우치),부산공장,2020-11-09,동물성이물,1
레디밀,선양,2020-11-09,합성수지류,1
레디밀,선양,2020-11-09,식물성이물,1
튀김부침용,양산공장,2020-11-09,합성수지류,1
쿠킹믹스,영등포공장,2020-11-09,중량수량미달,1
비비고 왕교자,인천냉동식품,2020-11-09,기타이물류,1
스팸싱글,진천)육가공,2020-11-09,인체이물류,1
스팸일반,진천)육가공,2020-11-09,공정이물류,1
스팸일반,진천)육가공,2020-11-09,포장불량,1
레디밀,진천BC,2020-11-09,기타이물류,1
백미,진천BC,2020-11-09,곰팡이,1
일반 국물 B2B,논산1공장,2020-11-10,포장불량,1
잡곡,부산공장,2020-11-10,합성수지류,1
비비고 죽(파우치),부산공장,2020-11-10,인체이물류,1
B2B비비고만두,인천냉동식품,2020-11-10,동물성이물,1
스팸일반,진천)육가공,2020-11-10,포장불량,1
한식반찬(비비고),진천BC,2020-11-10,합성수지류,1
한식반찬(비비고),진천BC,2020-11-10,합성수지류,1
비비고 죽(파우치),진천BC,2020-11-10,관능,1
비비고 죽(파우치),진천BC,2020-11-10,성분,1
비비고 죽(파우치),진천BC,2020-11-10,인체이물류,1
손만두,푸드웨어,2020-11-10,합성수지류,1
레디밀,한우물 영농조합,2020-11-10,합성수지류,1
된장가정용,공주공장,2020-11-11,변화,1
카놀라유가정용,인천2)유,2020-11-11,성분,1
스팸일반,진천)육가공,2020-11-11,공정이물류,1
레디밀,진천BC,2020-11-11,합성수지류,1
비비고 죽(파우치),부산공장,2020-11-12,인체이물류,1
비비고 왕교자,인천냉동식품,2020-11-12,동물성이물,1
손만두,인천냉동식품,2020-11-12,인체이물류,1
비비고 왕교자,인천냉동식품,2020-11-12,합성수지류,1
